ID #,Co,Name,Recipes,AvgPct,Rating
ATF-01256,FE,Rose,4,6.50%,
ATF-01257,FE,Rum,0,0.00%,
ATF-01258,FE,Ruyan,0,0.00%,
ATF-01259,FE,RY4,40,3.13%,
ATF-01260,FE,RY4 Double,87,2.54%,
ATF-01261,FE,RY8,39,2.56%,
ATF-01262,FE,Sampoerna,0,0.00%,
ATF-01263,FE,Seven Stars,0,0.00%,
ATF-01264,FE,SLM Menthol,0,0.00%,
ATF-01265,FE,Soy Milk,3,2.17%,
ATF-01266,FE,Spearmint,3,0.35%,
ATF-01267,FE,Strawberry,46,2.49%,
ATF-01268,FE,Sun Seeds,23,0.11%,
ATF-01269,FE,Surya Gudang Garam,0,0.00%,
ATF-01270,FE,Sweet Bread Crust,20,0.69%,
ATF-01271,FE,Sweet Grape,8,1.68%,
ATF-01272,FE,Sweet Orange,79,1.79%,
ATF-01273,FE,Sweet Plum,2,7.00%,
ATF-01274,FE,Sweet Rice,1372,3.69%,
ATF-01275,FE,Sweet Strawberry,65,1.83%,
ATF-01276,FE,Tamarind,1,0.00%,
ATF-01277,FE,Taro,22,0.87%,
ATF-01278,FE,Tiramisu,2,4.25%,
ATF-01279,FE,Tobacco,7,1.05%,
ATF-01280,FE,Tobacco Absolute,128,0.65%,
ATF-01281,FE,Tobacco Additive,31,0.69%,
ATF-01282,FE,Turkish Flavor,24,1.41%,
ATF-01283,FE,Vanilla,21,0.65%,
ATF-01284,FE,Virginia,40,2.36%,
ATF-01285,FE,Wafer,0,0.00%,
ATF-01286,FE,Walnut,0,0.00%,
ATF-01287,FE,Wasabi,0,0.00%,
ATF-01288,FE,Watermelon,21,2.79%,
ATF-01289,FE,Whiskey,0,0.00%,
ATF-01290,FE,Win Churchill,15,1.60%,
ATF-01291,FE,Wuyeshen,1,15.00%,
ATF-01292,FE,Yunyan,0,0.00%,
ATF-01293,FE,Yuxi,0,0.00%,
ATF-01294,FJ,Absolute Custard,13,8.02%,
ATF-01295,FJ,Aloe Grape,9,12.88%,
ATF-01296,FJ,Blue Raspberry,2,17.00%,
ATF-01297,FJ,Blueberry Custard,3,16.50%,
ATF-01298,FJ,Blueberry Dream,11,6.67%,
ATF-01299,FJ,Calipitter Chow,0,0.00%,
ATF-01300,FJ,Caramel Banana Cream,3,13.50%,
ATF-01301,FJ,Cherry Limeade,17,10.36%,
ATF-01302,FJ,Chocolate Chip Cookie Dough,16,8.42%,
ATF-01303,FJ,Cosmic Strawberry,20,11.14%,
ATF-01304,FJ,Galactic Pink Drink,5,13.88%,
ATF-01305,FJ,Holy RY4,241,7.31%,
ATF-01306,FJ,Hot Glazed Donut,0,0.00%,
ATF-01307,FJ,Island Nectar,3,7.50%,
ATF-01308,FJ,Mango Mafia,6,8.25%,
ATF-01309,FJ,Omega Chocolate,169,3.95%,
ATF-01310,FJ,Peaches & Cream,1,0.00%,
ATF-01311,FJ,Pineapple Passion,2,3.17%,
ATF-01312,FJ,RY4-Ever,15,11.17%,
ATF-01313,FJ,Space Monkey,12,10.31%,
ATF-01314,FJ,Strawberry Cheesecake,1,15.50%,
ATF-01315,FJ,Strawberry Milky,9,6.81%,
ATF-01316,FJ,Ultimate Banana Tutti Frutti,4,4.00%,
ATF-01317,FJ,Ultimate Birthday Cake,17,3.35%,
ATF-01318,FJ,Ultimate Biscuit,184,1.85%,
ATF-01319,FJ,Ultimate Blue Raspberry,49,4.61%,
ATF-01320,FJ,Ultimate Blueberry,111,1.27%,
ATF-01321,FJ,Ultimate Brown Sugar,509,1.15%,
ATF-01322,FJ,Ultimate Cake Batter,10,2.86%,
ATF-01323,FJ,Ultimate Coconut Milk,5,1.31%,
ATF-01324,FJ,Ultimate French Vanilla,145,1.94%,
ATF-01325,FJ,Ultimate Fuji Apple,12,1.20%,
ATF-01326,FJ,Ultimate Grape,41,5.62%,
ATF-01327,FJ,Ultimate Grape Tutti Frutti,0,0.00%,
ATF-01328,FJ,Ultimate Lemon,170,1.03%,
ATF-01329,FJ,Ultimate Mango,52,2.50%,
ATF-01330,FJ,Ultimate Passionfruit,52,1.32%,
ATF-01331,FJ,Ultimate Peach,52,1.48%,
ATF-01332,FJ,Ultimate Pineapple,5,1.66%,
ATF-01333,FJ,Ultimate Pink Burst,4,2.33%,
ATF-01334,FJ,Ultimate Pink Grapefruit,19,3.87%,
ATF-01335,FJ,Ultimate RY4 Double,116,3.53%,
ATF-01336,FJ,Ultimate Strawberry Tutti Frutti,18,1.27%,
ATF-01337,FJ,Ultimate Sweet Strawberry,65,2.02%,
ATF-01338,FJ,Ultimate Tutti Frutti,36,3.89%,
ATF-01339,FJ,Ultimate Vanilla Custard,446,3.24%,
ATF-01340,FJ,Ultimate Watermelon,224,3.17%,
ATF-01341,FJ,Ultimate White Chocolate Mint,0,0.00%,
ATF-01342,FJ,Ultimate Yellow Cake,16,1.62%,
ATF-01343,FJ,Vanilla Madness,16,5.43%,
ATF-01344,FLV,Acai,175,3.02%,
ATF-01345,FLV,Alpine Strawberry,1502,0.82%,4.5(2 reviews)
ATF-01346,FLV,Amaretto Sour,54,1.02%,
ATF-01347,FLV,Apple,257,1.27%,
ATF-01348,FLV,Apple Cider,184,1.54%,
ATF-01349,FLV,Apple Cranberry,105,1.37%,
ATF-01350,FLV,Apple Filling,2318,1.40%,4(1 review)
ATF-01351,FLV,Apple Pop,299,0.84%,
ATF-01352,FLV,Apple Razz,103,1.11%,5(1 review)
ATF-01353,FLV,Apricot,229,1.19%,
ATF-01354,FLV,Arabian Tobacco,294,0.48%,
ATF-01355,FLV,Avocado,127,1.03%,
ATF-01356,FLV,Back Bar Bitters,142,0.51%,
ATF-01357,FLV,Banana,1019,1.08%,5(1 review)
ATF-01358,FLV,Basil,266,0.54%,
ATF-01359,FLV,Beer Nuts,555,0.35%,4(1 review)
ATF-01360,FLV,Berry Blend,412,1.87%,4(1 review)
ATF-01361,FLV,Berry Cheesecake,27,1.68%,
ATF-01362,FLV,Bing Cherry,10,1.61%,
ATF-01363,FLV,Biscotti,323,0.59%,
ATF-01364,FLV,Black Cherry,52,1.35%,
ATF-01365,FLV,Black Currant,183,1.15%,
ATF-01366,FLV,Black tea,287,1.15%,
ATF-01367,FLV,Blackberry,324,1.37%,
ATF-01368,FLV,Blackberry Blossom,94,0.69%,
ATF-01369,FLV,Blood Orange,1249,1.13%,4.5(2 reviews)
ATF-01370,FLV,Blue Raz,925,2.23%,4.5(2 reviews)
ATF-01371,FLV,Blueberry,504,1.40%,5(1 review)
ATF-01372,FLV,Blueberry Muffin,1349,2.64%,
ATF-01373,FLV,Bourbon,1089,0.69%,4(2 reviews)
ATF-01374,FLV,Boysenberry,3602,1.38%,5(1 review)
ATF-01375,FLV,Brie Cheese,191,0.56%,
ATF-01376,FLV,Brulee,68,0.78%,
ATF-01377,FLV,Brut Bubble Wine,203,0.87%,4(1 review)
ATF-01378,FLV,Bubble Gum,382,1.72%,4.5(2 reviews)
ATF-01379,FLV,Butterscotch,1953,1.25%,5(1 review)
ATF-01380,FLV,Cactus Aloe,30,0.94%,
ATF-01381,FLV,Cactus Apple,100,0.51%,
ATF-01382,FLV,Candied Blueberry,45,1.57%,5(1 review)
ATF-01383,FLV,Candy Roll,443,0.82%,
ATF-01384,FLV,Cantaloupe,787,1.14%,
ATF-01385,FLV,Caramel,2812,0.76%,5(1 review)
ATF-01386,FLV,Carrot,80,1.18%,
ATF-01387,FLV,Cavendish,234,0.75%,
ATF-01388,FLV,Chai Spice,155,0.89%,
ATF-01389,FLV,Chaw,0,0.00%,
ATF-01390,FLV,Cheesecake,295,1.23%,
ATF-01391,FLV,Cherimoya,108,1.40%,5(1 review)
ATF-01392,FLV,Cherry Blossom,54,0.78%,4(1 review)
ATF-01393,FLV,Cherry Filling,31,0.83%,4(1 review)
ATF-01394,FLV,Chocolate Deutsch,928,0.83%,
ATF-01395,FLV,Cinnamon Crunch,1097,1.86%,4(1 review)
ATF-01396,FLV,Cinnamon Roll,93,1.26%,5(1 review)
ATF-01397,FLV,Citrus Soda,2327,1.19%,4.5(2 reviews)
ATF-01398,FLV,Classic Cigarette,195,0.92%,
ATF-01399,FLV,Clove,236,0.33%,4(1 review)
ATF-01400,FLV,Coconut,922,0.40%,
ATF-01401,FLV,Coffee,137,0.50%,
ATF-01402,FLV,Cola,120,1.98%,
ATF-01403,FLV,Commercial Cigarette,124,0.94%,
ATF-01404,FLV,Connecticut Shade,906,0.58%,
ATF-01405,FLV,Cookie,1318,1.32%,5(1 review)
ATF-01406,FLV,Cookie Dough,1428,1.59%,
ATF-01407,FLV,Cool Menthol,454,0.76%,
ATF-01408,FLV,Coolcumber,16,0.94%,5(1 review)
ATF-01409,FLV,Cotton Candy,612,1.20%,5(1 review)
ATF-01410,FLV,Cranberry,951,1.15%,
ATF-01411,FLV,Cream,10662,1.04%,
ATF-01412,FLV,Cream and Cookies,195,1.70%,4(1 review)
ATF-01413,FLV,Creamsicle,230,2.04%,5(1 review)
ATF-01414,FLV,Creme De Menthe,783,1.33%,5(1 review)
ATF-01415,FLV,Crispy Donut,226,1.35%,5(1 review)
ATF-01416,FLV,Crunch Cereal,325,1.79%,
ATF-01417,FLV,Cucumber,158,0.82%,
ATF-01418,FLV,Cupcake Batter,753,1.97%,3(1 review)
ATF-01419,FLV,Cured Tobacco,2516,1.58%,
ATF-01420,FLV,Custard,305,1.35%,
ATF-01421,FLV,Donuts,42,1.17%,
ATF-01422,FLV,Dragon Fruit,154,0.69%,
ATF-01423,FLV,Dulce De Leche,122,1.51%,5(1 review)
ATF-01424,FLV,Eggnog,1381,1.55%,
ATF-01425,FLV,Eisai tea,619,0.88%,
ATF-01426,FLV,Elderflower,526,0.68%,
ATF-01427,FLV,Energy Drink,245,2.39%,
ATF-01428,FLV,Fig,265,0.67%,
ATF-01429,FLV,Fire Cinnamon,56,0.68%,
ATF-01430,FLV,Fresh Watermelon,11,2.07%,4(1 review)
ATF-01431,FLV,Fried Dough,138,0.38%,
ATF-01432,FLV,Frosting,2290,1.07%,5(1 review)
ATF-01433,FLV,Fruit Fusion,5,1.88%,3.5(2 reviews)
ATF-01434,FLV,Garden Mint,7,1.00%,3(1 review)
ATF-01435,FLV,Ginger,299,0.64%,
ATF-01436,FLV,Ginger Peach,91,0.84%,
ATF-01437,FLV,Ginger Snap,141,1.29%,
ATF-01438,FLV,Golden Kiwi,347,1.25%,
ATF-01439,FLV,Graham Cracker,1112,1.30%,
ATF-01440,FLV,Granny Smith,173,1.49%,
ATF-01441,FLV,Granola,388,0.71%,
ATF-01442,FLV,Grape,794,1.93%,
ATF-01443,FLV,Grapefruit Blend,102,1.42%,5(1 review)
ATF-01444,FLV,Greek Yogurt,982,1.41%,
ATF-01445,FLV,Green Apple,288,1.37%,
ATF-01446,FLV,Green Tea,226,1.19%,
ATF-01447,FLV,Guanabana,1279,2.05%,
ATF-01448,FLV,Guava Dark Berry,182,1.60%,3(1 review)
ATF-01449,FLV,Hazelnut,65,0.26%,
ATF-01450,FLV,Heat,219,0.56%,
ATF-01451,FLV,Hibiscus,96,0.42%,
ATF-01452,FLV,Hibiscus Sweet,65,1.05%,4(1 review)
ATF-01453,FLV,Honey Bee,325,0.43%,
ATF-01454,FLV,Honeydew,211,1.30%,
ATF-01455,FLV,Horchata,112,1.34%,
ATF-01456,FLV,Huckleberry,30,1.58%,5(1 review)
ATF-01457,FLV,Ice,461,0.34%,
ATF-01458,FLV,Irish Cream,178,0.85%,
ATF-01459,FLV,Jackfruit,203,1.24%,
ATF-01460,FLV,Jammy Berry,810,0.66%,
ATF-01461,FLV,Jammy Grape,70,1.39%,5(1 review)
ATF-01462,FLV,Juniper Gin,152,0.79%,
ATF-01463,FLV,Kentucky Blend,2660,0.89%,
ATF-01464,FLV,Kinako Soy,209,0.66%,
ATF-01465,FLV,Kiwi,125,0.90%,
ATF-01466,FLV,Lembas Bread,109,1.50%,
ATF-01467,FLV,Lemon,261,0.55%,
ATF-01468,FLV,Lemon Grass,184,0.36%,
ATF-01469,FLV,Lemon Lime Soda,28,2.33%,5(1 review)
ATF-01470,FLV,Lemon Tea,406,1.73%,
ATF-01471,FLV,Lemonade,2144,2.29%,
ATF-01472,FLV,Licorice,68,1.22%,
ATF-01473,FLV,Ligero Leaf,2,2.00%,
ATF-01474,FLV,Lime,863,0.52%,
ATF-01475,FLV,Lime Wedge,336,0.48%,
ATF-01476,FLV,Lovage Root,369,0.31%,
ATF-01477,FLV,Lychee,354,0.88%,
ATF-01478,FLV,Macaroon,164,1.38%,
ATF-01479,FLV,Mandarin Orange,77,1.20%,
ATF-01480,FLV,Mango,5022,2.13%,
ATF-01481,FLV,Mango Pineapple Passion,111,2.31%,
ATF-01482,FLV,Mangotang,28,2.44%,5(1 review)
ATF-01483,FLV,Maple Bar,449,1.40%,5(1 review)
ATF-01484,FLV,Marshmallow,852,0.78%,
ATF-01485,FLV,Marshmallow Treat,93,0.78%,
ATF-01486,FLV,Marshmallow Vanilla,1105,1.00%,
ATF-01487,FLV,Melon Rind,54,0.55%,
ATF-01488,FLV,Menthol Mist,4,0.50%,5(1 review)
ATF-01489,FLV,Mild Tobacco,601,1.46%,
ATF-01490,FLV,Milk,275,0.79%,
ATF-01491,FLV,Milk & Honey,5829,1.15%,5(2 reviews)
ATF-01492,FLV,Milk Chocolate,837,0.61%,3(1 review)
ATF-01493,FLV,Mint Candy,127,1.20%,
ATF-01494,FLV,Mocha,358,1.01%,
ATF-01495,FLV,Morning Mimosa,112,1.16%,
ATF-01496,FLV,Moscato,250,0.85%,
ATF-01497,FLV,Nat. Mint,13,2.85%,5(1 review)
ATF-01498,FLV,Native Tobacco,1675,1.25%,
ATF-01499,FLV,Nectarine,124,0.89%,
ATF-01500,FLV,Oak Barrel,406,0.46%,
ATF-01501,FLV,Oatmeal Raisin,129,0.80%,
ATF-01502,FLV,Orange Citrus,125,0.94%,
ATF-01503,FLV,Oriental Tobacco,576,0.88%,
ATF-01504,FLV,Papaya Punch,142,0.84%,
ATF-01505,FLV,Passion Fruit,349,1.89%,
ATF-01506,FLV,Pastry Zest,360,0.82%,
ATF-01507,FLV,PB Cream,41,1.08%,5(1 review)
ATF-01508,FLV,Peach,1036,1.44%,
ATF-01509,FLV,Peach Gummy,543,1.84%,4(1 review)
ATF-01510,FLV,Peanut Butter,1310,1.08%,
ATF-01511,FLV,Pear,218,0.81%,
ATF-01512,FLV,Pearesto,243,1.14%,
ATF-01513,FLV,Peppermint,425,0.59%,
ATF-01514,FLV,Persimmon,174,0.73%,
ATF-01515,FLV,Persimmon Spice,17,0.35%,
ATF-01516,FLV,Pineapple,682,1.21%,
ATF-01517,FLV,Pink Fruit,115,1.78%,
ATF-01518,FLV,Pink Guava,2801,0.94%,
ATF-01519,FLV,Pink Lemonade,143,2.39%,5(1 review)
ATF-01520,FLV,Pistachio,536,1.07%,5(1 review)
ATF-01521,FLV,Pomegranate,59,1.23%,5(1 review)
ATF-01522,FLV,Popcorn,863,0.85%,
ATF-01523,FLV,Pound Cake,1198,1.81%,4(1 review)
ATF-01524,FLV,Pralines,138,0.48%,
ATF-01525,FLV,Pucker,126,0.53%,
ATF-01526,FLV,Pumpkin Bread,80,0.94%,
ATF-01527,FLV,Pumpkin Spice,697,0.73%,
ATF-01528,FLV,Rainbow Sherbet,12,2.32%,4(1 review)
ATF-01529,FLV,Rainier Cherry,76,0.76%,
ATF-01530,FLV,Raisin Rum,353,0.85%,
ATF-01531,FLV,Raspberry,336,1.21%,
ATF-01532,FLV,Red Apple,272,1.38%,
ATF-01533,FLV,Red Burley,4018,1.29%,
ATF-01534,FLV,Red Cinnamon,63,0.39%,
ATF-01535,FLV,Red Grapefruit,2,2.00%,5(1 review)
ATF-01536,FLV,Red Raspberry,492,0.73%,
ATF-01537,FLV,Red tea,109,1.03%,
ATF-01538,FLV,Red Vanilla Soda,169,2.51%,5(1 review)
ATF-01539,FLV,Red Velvet,69,1.50%,
ATF-01540,FLV,Rhubarb,60,1.27%,
ATF-01541,FLV,Rich Cinnamon,4392,0.28%,
ATF-01542,FLV,Ripe Mango,444,1.44%,
ATF-01543,FLV,Rock & Road,25,1.59%,
ATF-01544,FLV,Root Beer,845,3.19%,5(1 review)
ATF-01545,FLV,Rose Essence,199,1.92%,
ATF-01546,FLV,RWB Popsicle Blast,152,2.49%,5(1 review)
ATF-01547,FLV,RY4,486,1.59%,
ATF-01548,FLV,Salmiakki,70,1.16%,
ATF-01549,FLV,Sangria,95,1.64%,
ATF-01550,FLV,Saturn Peach,267,2.02%,
ATF-01551,FLV,Smoked Butterscotch,1076,0.83%,
ATF-01552,FLV,Smooth Vanilla,974,0.27%,
ATF-01553,FLV,Smoothie Base,431,1.29%,
ATF-01554,FLV,Smore,126,1.14%,
ATF-01555,FLV,Snow Cream,61,1.00%,5(1 review)
ATF-01556,FLV,Sour Apple,1855,1.63%,
ATF-01557,FLV,Soursop,135,1.29%,
ATF-01558,FLV,Spearmint,270,1.54%,
ATF-01559,FLV,Starch Base,362,0.48%,
ATF-01560,FLV,Strawberry,439,1.26%,
ATF-01561,FLV,Strawberry Cream,153,1.42%,
ATF-01562,FLV,Strawberry Filling,155,1.02%,
ATF-01563,FLV,Strawberry Lime,35,1.36%,
ATF-01564,FLV,Strawberry Smash,64,1.39%,
ATF-01565,FLV,Sugar Orchid,225,0.35%,
ATF-01566,FLV,Sun Cookie,41,0.97%,
ATF-01567,FLV,Sweet and Smokey Tobacco,1142,0.88%,
ATF-01568,FLV,Sweet Cigarette,150,1.05%,
ATF-01569,FLV,Sweet Coconut,4939,1.21%,
ATF-01570,FLV,Sweet Cream,934,0.92%,
ATF-01571,FLV,Sweet Crunch,270,1.71%,5(1 review)
ATF-01572,FLV,Sweet Dough,562,0.56%,
ATF-01573,FLV,Sweet Fig,117,0.67%,
ATF-01574,FLV,Sweet Mango,656,1.74%,
ATF-01575,FLV,Sweetness,7806,0.65%,
ATF-01576,FLV,Tangerine,242,0.94%,
ATF-01577,FLV,Tart Blast,278,0.44%,
ATF-01578,FLV,Tatanka Tobacco,1016,1.15%,
ATF-01579,FLV,Tequila Agave,110,0.85%,
ATF-01580,FLV,Thai Chai,139,1.01%,
ATF-01581,FLV,Toffee,504,0.86%,
ATF-01582,FLV,Torrone,13,0.68%,
ATF-01583,FLV,Tricks Cereal,83,2.25%,
ATF-01584,FLV,Tropical Citrus,109,1.66%,
ATF-01585,FLV,Tropical Punch,162,2.57%,
ATF-01586,FLV,Turkish Tobacco,983,1.12%,
ATF-01587,FLV,Vanilla Bean,1045,0.72%,
ATF-01588,FLV,Vanilla Custard,1413,1.98%,
ATF-01589,FLV,Vanilla Pudding,7492,1.80%,
ATF-01590,FLV,Vanilla Tobacco,465,1.38%,
ATF-01591,FLV,Virginia Tobacco,1174,1.46%,
ATF-01592,FLV,Waffle,21,0.77%,
ATF-01593,FLV,Watermelon,1955,2.36%,
ATF-01594,FLV,Wheat,152,0.41%,
ATF-01595,FLV,Whipped Cream,664,0.96%,
ATF-01596,FLV,White Chocolate,1503,1.24%,
ATF-01597,FLV,Wild Melon,4114,1.56%,
ATF-01598,FLV,Wintergreen,32,1.31%,
ATF-01599,FLV,Wood Spice,259,0.40%,
ATF-01600,FLV,Yakima Hops,968,1.75%,
ATF-01601,FLV,Yam,232,0.93%,
ATF-01602,FLV,Yuzu,104,0.80%,
ATF-01603,FM,Amaretto,0,0.00%,
ATF-01604,FM,Apple Tobacco,1,8.00%,
ATF-01605,FM,Apricot,3,0.67%,
ATF-01606,FM,Banana,16,2.61%,
ATF-01607,FM,Biscuit,12,3.18%,
ATF-01608,FM,Blackberry,112,2.07%,
ATF-01609,FM,Blackberry Tobacco,0,0.00%,
ATF-01610,FM,Bourbon Tobacco,23,5.87%,
ATF-01611,FM,Bubble Gum,5,6.75%,
ATF-01612,FM,Caramel,10,3.22%,
ATF-01613,FM,Cherry,8,1.56%,
ATF-01614,FM,Cherry Tobacco,0,0.00%,
ATF-01615,FM,Cinnamon,1,1.00%,
ATF-01616,FM,Cocoa,0,0.00%,
ATF-01617,FM,Coconut,2,0.93%,
ATF-01618,FM,Coffee Tobacco,7,4.86%,
ATF-01619,FM,Cohiba Tobacco,16,3.37%,
ATF-01620,FM,Cream,4,2.13%,
ATF-01621,FM,Cuberdon,3,4.00%,
ATF-01622,FM,Custard Tobacco,4,4.50%,
ATF-01623,FM,Dark Fire Tobacco,1,1.50%,
ATF-01624,FM,Dark Honey Tobacco,0,0.00%,
ATF-01625,FM,Divine Custard,6,5.67%,
ATF-01626,FM,Divine Mocha,3,5.00%,
ATF-01627,FM,Divine Raspberry,11,3.03%,
ATF-01628,FM,Drop,50,2.44%,
ATF-01629,FM,Forest Fruit,17,3.47%,
ATF-01630,FM,Gâ€™s Custard,3,5.57%,
ATF-01631,FM,Gin & Tonic,12,3.85%,
ATF-01632,FM,Gin In Paris,3,5.83%,
ATF-01633,FM,Gin Orange,10,2.90%,
ATF-01634,FM,Grapefruit,10,3.29%,
ATF-01635,FM,Green Apple,35,2.71%,
ATF-01636,FM,Grenadine,3,1.67%,
ATF-01637,FM,Honey,3,2.28%,
ATF-01638,FM,Kiwi,4,6.00%,
ATF-01639,FM,Lemon,0,0.00%,
ATF-01640,FM,Light Tobacco,5,2.80%,
ATF-01641,FM,Lime,5,1.49%,
ATF-01642,FM,Mango,6,1.75%,
ATF-01643,FM,Marzipan,7,2.76%,
ATF-01644,FM,Melon,0,0.00%,
ATF-01645,FM,Mint,2,2.00%,
ATF-01646,FM,Mint Tobacco,11,2.59%,
ATF-01647,FM,Mocha,0,0.00%,
ATF-01648,FM,Mojito,1,1.50%,
ATF-01649,FM,Monks in Love,1,10.00%,
ATF-01650,FM,OMGin,10,2.70%,
ATF-01651,FM,Orange,4,2.00%,
ATF-01652,FM,Orange Tobacco,0,0.00%,
ATF-01653,FM,Original Tobacco,1,3.00%,
ATF-01654,FM,Peach,2,9.50%,
ATF-01655,FM,Pear,0,0.00%,
ATF-01656,FM,PG Free Biscuit,1,0.50%,
ATF-01657,FM,PG Free Cuberdon,0,0.00%,
ATF-01658,FM,PG Free Divine Custard,0,0.00%,
ATF-01659,FM,PG Free Divine Raspberry,0,0.00%,
ATF-01660,FM,PG Free Forest Fruit,0,0.00%,
ATF-01661,FM,PG Free Strawberry,2,6.00%,
ATF-01662,FM,PG Free Vanilla,0,0.00%,
ATF-01663,FM,Pineapple,11,1.77%,
ATF-01664,FM,Pistachio,8,0.26%,
ATF-01665,FM,Praline,0,0.00%,
ATF-01666,FM,Pure Gin,10,1.68%,
ATF-01667,FM,Raspberry,9,2.16%,
ATF-01668,FM,Red Gin,3,1.83%,
ATF-01669,FM,Speculaas,0,0.00%,
ATF-01670,FM,Strawberry,19,2.58%,
ATF-01671,FM,Strawberry Tobacco,0,0.00%,
ATF-01672,FM,Sweet Betsy,3,2.83%,
ATF-01673,FM,Sweet Betsy Blackberry,2,0.63%,
ATF-01674,FM,Sweet Betsy Blueberry,8,1.89%,
ATF-01675,FM,Sweet Betsy Bubble Gum,1,0.00%,
ATF-01676,FM,Sweet Betsy Cherry,28,1.25%,
ATF-01677,FM,Sweet Betsy Cookie,4,2.36%,
ATF-01678,FM,Sweet Betsy Cuberdon,6,1.02%,
ATF-01679,FM,Sweet Betsy Forest Fruit,0,0.00%,
ATF-01680,FM,Sweet Betsy Lemon,0,0.00%,
ATF-01681,FM,Sweet Betsy Lime,3,1.17%,
ATF-01682,FM,Sweet Betsy Mango,1,1.00%,
ATF-01683,FM,Sweet Betsy Peach,2,8.00%,
ATF-01684,FM,Sweet Betsy Raspberry,0,0.00%,
ATF-01685,FM,Sweet Betsy Strawberry,2,6.50%,
ATF-01686,FM,Tobacco Mint No. 21,2,3.50%,
ATF-01687,FM,Tobacco Original Flavour No. 37,11,3.00%,
ATF-01688,FM,Tropical,4,3.88%,
ATF-01689,FM,Vanilla,4,2.81%,
ATF-01690,FM,Vero Gin,0,0.00%,
ATF-01691,FM,Whisky Oak Tobacco,0,0.00%,
ATF-01692,FRKA,Aloe Fusion,0,0.00%,
ATF-01693,FRKA,Apple Pear Breeze,0,0.00%,
ATF-01694,FRKA,Fruity Jelly,0,0.00%,
ATF-01695,FRKA,Funfair,1,0.00%,
ATF-01696,FRKA,Goji,0,0.00%,
ATF-01697,FRKA,Gooseberry,0,0.00%,
ATF-01698,FRKA,Green Bananas,0,0.00%,
ATF-01699,FRKA,Masala Tea,0,0.00%,
ATF-01700,FRKA,Minztee,0,0.00%,
ATF-01701,FRKA,NRG,6,12.22%,
ATF-01702,FRKA,Oranssi,0,0.00%,
ATF-01703,FRKA,Power Cherry,3,1.50%,
ATF-01704,FRKA,Pure Blueberry,0,0.00%,
ATF-01705,FRKA,Red Surprise,0,0.00%,
ATF-01706,FRKA,Ruby Mix,0,0.00%,
ATF-01707,FRKA,Viva Bella,0,0.00%,
ATF-01708,FRKA,Vodka,0,0.00%,
ATF-01709,FRKA,Watermelon Cooler,0,0.00%,
ATF-01710,FRKA,Watermelon Gum,2,1.50%,
ATF-01711,FRKA,Yuzu,0,0.00%,
ATF-01712,FW,555 Tobacco,40,4.65%,
ATF-01713,FW,7 Tobacco,21,5.43%,
ATF-01714,FW,Absinthe,31,2.20%,
ATF-01715,FW,Acai Berry,19,2.88%,
ATF-01716,FW,Almond Amaretto,13,2.65%,
ATF-01717,FW,Almond Roca,2,3.30%,
ATF-01718,FW,Almond Toffee Candy,3,1.50%,
ATF-01719,FW,Amaretto,17,1.03%,
ATF-01720,FW,American Usa Blend,0,0.00%,
ATF-01721,FW,Anise,38,1.68%,
ATF-01722,FW,Ankara Tobacco,5,2.00%,
ATF-01723,FW,Apple (double),108,4.96%,
ATF-01724,FW,Apple (green),360,3.30%,
ATF-01725,FW,"Apple (Green,Natural)",3,11.50%,
ATF-01726,FW,Apple (Natural green),8,4.13%,
ATF-01727,FW,Apple (Natural red),2,1.50%,
ATF-01728,FW,Apple (red),19,3.70%,
ATF-01729,FW,"Apple (Red,Natural)",0,0.00%,
ATF-01730,FW,Apple Jacks Type,73,4.57%,
ATF-01731,FW,Apricot,12,1.23%,
ATF-01732,FW,Bacon,2,2.00%,
ATF-01733,FW,Banana,182,2.35%,
ATF-01734,FW,Banana Cream,32,3.26%,
ATF-01735,FW,Banana Nut Bread,20,2.01%,
ATF-01736,FW,Banana Split,6,3.80%,
ATF-01737,FW,Bananas Foster,25,2.19%,
ATF-01738,FW,Bavarian Cream,2554,1.99%,
ATF-01739,FW,Beetle Juice,267,3.68%,
ATF-01740,FW,Big Stick,9,2.11%,
ATF-01741,FW,Birthday Cake,163,3.08%,
ATF-01742,FW,Biscotti,35,1.85%,
ATF-01743,FW,Black Cherry,71,2.97%,
ATF-01744,FW,Black Currant,45,3.69%,
ATF-01745,FW,Black Licorice,142,2.05%,
ATF-01746,FW,Black Tea,15,4.49%,
ATF-01747,FW,Blackberry,746,2.50%,
ATF-01748,FW,Blackberry (natural),3,2.00%,
ATF-01749,FW,Blackberry Mojito,34,4.93%,
ATF-01750,FW,Blood Orange,4083,2.08%,
ATF-01751,FW,Blu-bacco,3,4.33%,
ATF-01752,FW,Blue Ice,78,3.46%,
ATF-01753,FW,Blue Raspberry,594,4.20%,
ATF-01754,FW,Blueberry,9193,3.15%,
ATF-01755,FW,Blueberry Cotton Candy,137,3.52%,
ATF-01756,FW,Blueberry Graham Waffle,90,3.26%,
ATF-01757,FW,Blush Chablis (Wine),6,3.92%,
ATF-01758,FW,Boom!,118,5.22%,
ATF-01759,FW,Bourbon,15,1.90%,
ATF-01760,FW,Boysenberry,54,2.11%,
ATF-01761,FW,Brandy,4,2.88%,
ATF-01762,FW,Brown Sugar,115,0.76%,
ATF-01763,FW,Bubbas Pig Sap,0,0.00%,
